"id","uid","text","attitudes","comments","reposts","scheme"
96,"4214640772640765","黄花风铃木","47","15",5,"https://m.weibo.cn/status/G68S9b4YZ?mblogid=G68S9b4YZ&luicode=10000011&lfid=1076031410812623"
97,"4214602726366318","#一点植物学#海芒果，听这个名字感觉就能吃呢？并不能。它有剧毒，不能碰，即使果子掉在地上也不要随便捡哦。而它们的果子经过一段时间，外面的表皮已经腐烂了，只剩下一个很轻很轻的空壳。之所以很轻是因为它们的果子最后可以随着海水或者河道飘到远方，默默生根发芽，而且因为剧毒它们的幼苗并不会被 ...全文","68","27",27,"https://m.weibo.cn/status/G67SMqIay?mblogid=G67SMqIay&luicode=10000011&lfid=1076031410812623"
98,"4214602026323706","第二档","29","23",10,"https://m.weibo.cn/status/G67REqx5g?mblogid=G67REqx5g&luicode=10000011&lfid=1076031410812623"
99,"4214564046277463","#一点植物学# 小土豆再小也是粮食，昨天挖的土豆要，吃吃吃腊肉包夹土豆。忽然想圈@半只土豆 植物人史军的秒拍视频","72","53",7,"https://m.weibo.cn/status/G66Soql3p?mblogid=G66Soql3p&luicode=10000011&lfid=1076031410812623"
100,"4214513404390086","牛的还有葫芦小金刚呢，七个合一个，浓缩是精华 @有妖气原创漫画梦工厂","32","4",3,"https://m.weibo.cn/status/G65yIiq3Q?mblogid=G65yIiq3Q&luicode=10000011&lfid=1076031410812623"
101,"4214507603721370","#一点植物学# 毫无疑问，水培蔬菜可以解决很多问题，土地与人口矛盾，可控生产条件，但到今天仍非完美。水培产生的废水如何处理（高无机营养，低氧，高微生物），如何循环利用，仍然是卡在这个产业脖子上的枷锁","108","30",34,"https://m.weibo.cn/status/G65pmfC66?mblogid=G65pmfC66&luicode=10000011&lfid=1076031410812623"
102,"4214502201445539","臭不巨魔芋。","36","8",5,"https://m.weibo.cn/status/G65gE6439?mblogid=G65gE6439&luicode=10000011&lfid=1076031410812623"
103,"4214315550460296","#一点植物学# 今天看书发现，水果酵素之法，中国人在一千八百年前就搞过了，在《齐民要术》里记录的正是桃子酵素，咱祖先还挺时髦。","125","37",24,"https://m.weibo.cn/status/G60pB1VK8?mblogid=G60pB1VK8&luicode=10000011&lfid=1076031410812623"
104,"4214269312289775","#一点植物学# 元旦前种下的土豆有收获了，你说是红烧好呢，还是酸辣土豆丝呢，或者说来个土豆泥呢，真难抉择啊","374","229",20,"https://m.weibo.cn/status/G5Zd19BFR?mblogid=G5Zd19BFR&luicode=10000011&lfid=1076031410812623"
105,"4214247904654062","#一点植物学# 这种情况还挺多的，我该如何做呢","41","30",1,"https://m.weibo.cn/status/G5YEujwJw?mblogid=G5YEujwJw&luicode=10000011&lfid=1076031410812623"
106,"4214225243389421","回复@威廉女皇:嗯嗯，正在梳理中国的水果历史，很有趣。中国北方最重要的是枣和板栗，而南方最重要的是柑橘。当然，这些跟蔬菜比都是小儿科了，根本不值一提。//@威廉女皇:真好奇中国古代人都吃什么水果呢？苹果不是，古代桃子也很涩，那古代吃什么呀？老师有空讲讲！","46","12",6,"https://m.weibo.cn/status/G5Y3WedK5?mblogid=G5Y3WedK5&luicode=10000011&lfid=1076031410812623"
107,"4214213041336031","#一点植物学#一朵朵白色的小花，看上去美美哒，有点儿像茉莉，但是，并不是。这叫狗牙花，不知道为什么这么洁白好看的花，要叫这样一个名字哎。狗牙花，夹竹桃科的植物。虽然像茉莉，但是身为夹竹桃科，是有毒的，不要随便拿去泡茶啥的，不能喝也不能吃！切记！【狗牙花】拍摄坐标：马来西亚沙巴 本视 ...全文","53","15",8,"https://m.weibo.cn/status/G5XKg5ByT?mblogid=G5XKg5ByT&luicode=10000011&lfid=1076031410812623"
108,"4214207740036889","已经开了吗？又到樱花季节了","48","12",6,"https://m.weibo.cn/status/G5XBI09AZ?mblogid=G5XBI09AZ&luicode=10000011&lfid=1076031410812623"
109,"4214187481445928","发布了头条文章：《 火龙果、西瓜、苹果和桃子，按规律下一个水果是什么？》 火龙果、西瓜、苹果和桃子，按规律下一个水果是什么？","47","35",16,"https://m.weibo.cn/status/G5X52649q?mblogid=G5X52649q&luicode=10000011&lfid=1076031410812623"
110,"4214161451697126","从叶片和绘图上看就是岩青兰了，不是什么毛尖茶，倒是跟薄荷算是亲戚，都是唇形科家的成员，泡茶也没问题。传统上被用作药物，治疗风热感冒，头痛，咽喉肿痛，倒没啥毒性。至于疗效，这个还得看医生说的。","50","15",4,"https://m.weibo.cn/status/G5Wp377v0?mblogid=G5Wp377v0&luicode=10000011&lfid=1076031410812623"
111,"4214145747827162","因为没结出椰子，脸红了（注意：袖珍椰子本来就不是椰子，变红的是败育花序）","44","3",5,"https://m.weibo.cn/status/G5VZIwQcy?mblogid=G5VZIwQcy&luicode=10000011&lfid=1076031410812623"
112,"4213999971053833","大棵的是芝麻菜了，因为有芝麻香气得名，经常出现在在沙拉中或者披萨上，然而这货是白菜大家族（十字花科）的兄弟。至于前面小的，看起来像菊苣。","46","20",5,"https://m.weibo.cn/status/G5ScB4q9j?mblogid=G5ScB4q9j&luicode=10000011&lfid=1076031410812623"
113,"4213955423586898","#一点植物学##植得吃水果# 传说中的淡雪到货，日本佐贺县产（如果没造假）。颜值很高，从表皮到内心都是淡红色的，叫红粉佳人比较合适。香气打开的时候比较浓郁，草莓糖和红酒香气，但是奇怪的是香气消散比较快，这让草莓糖香气显得比较可疑，不能确定是不是添加的。至于口感比白雪公主（之前被我误认 ...全文","188","83",35,"https://m.weibo.cn/status/G5R2Kf37c?mblogid=G5R2Kf37c&luicode=10000011&lfid=1076031410812623"
114,"4213929671068838","来一起吧","21","5",21,"https://m.weibo.cn/status/G5Qnd4u3k?mblogid=G5Qnd4u3k&luicode=10000011&lfid=1076031410812623"
115,"4213910720339376","地星哈不能吃。","52","23",11,"https://m.weibo.cn/status/G5PSE1qhO?mblogid=G5PSE1qhO&luicode=10000011&lfid=1076031410812623"
116,"4213891561065895","出发喽","43","26",17,"https://m.weibo.cn/status/G5PnK4thR?mblogid=G5PnK4thR&luicode=10000011&lfid=1076031410812623"
117,"4213853246679116","#一点植物学#猩红椰子！听到这个名字，能想到什么呢？反正，感觉是有点点恐怖的哦。然而，人家只是叶柄是红色的啦，红色，大红，猩红色。蛮有个性的。来，猩红椰子，了解一下。【猩红椰子】拍摄坐标：马来西亚沙巴 本视频由@玉米实验室 提供 植物人史军的秒拍视频","31","5",0,"https://m.weibo.cn/status/G5OnWs1xG?mblogid=G5OnWs1xG&luicode=10000011&lfid=1076031410812623"
118,"4213844672620676","#植物人的深夜放毒时间# 酸笋牛肉烩麻花来一碗，鲜香酸爽，美美的。","68","32",3,"https://m.weibo.cn/status/G5Oa7aZKY?mblogid=G5Oa7aZKY&luicode=10000011&lfid=1076031410812623"
119,"4213824485971788","黄花风铃木，过两天还会结猫尾巴","84","36",14,"https://m.weibo.cn/status/G5NDyp3xa?mblogid=G5NDyp3xa&luicode=10000011&lfid=1076031410812623"
120,"4213819054117198","照片像舞蹈@玉龙小段 咋拍的","55","18",1,"https://m.weibo.cn/status/G5NuNhh4q?mblogid=G5NuNhh4q&luicode=10000011&lfid=1076031410812623"
121,"4213775076856447","蛤蟆皮这可能性很多啊，还可能是地衣，倒是原博图上这草通常不吃 查看图片","30","17",3,"https://m.weibo.cn/status/G5MlRsLFR?mblogid=G5MlRsLFR&luicode=10000011&lfid=1076031410812623"
122,"4213758194188070","我只能肯定这俩花都不是辣椒的花怎么看都有异形的感觉","51","21",3,"https://m.weibo.cn/status/G5LUDhzvw?mblogid=G5LUDhzvw&luicode=10000011&lfid=1076031410812623"
123,"4213636429700049","回复@DD劲过TT:没啥不准评啊，只是要等在收到更多测试品后，一并回复。水果品种，盗版，知识产权这些都是很好的议题。能帮国人建立起水果品牌和品种意识，本来就是我想做的事情。水果的世界很大，我在努力看","94","12",8,"https://m.weibo.cn/status/G5IKeEHqp?mblogid=G5IKeEHqp&luicode=10000011&lfid=1076031410812623"
124,"4213622819811539","关键是，这明明是花牛","51","32",5,"https://m.weibo.cn/status/G5IohFaqD?mblogid=G5IohFaqD&luicode=10000011&lfid=1076031410812623"
125,"4213616263793634","#一点植物学# 测试了来自山东的淡雪。香气足，有浓郁的奶油和焦糖香气，口感脆爽，有梨的感觉，甜味不错，酸度控制的很好。与雪白的外表形成了鲜明的反差。与红颜相比，只是在价格上还缺乏一些竞争力。推荐指数四星。最近北方少雨雪，光照足，草莓品质都不错，抓紧时间吃哦","202","68",48,"https://m.weibo.cn/status/G5IdIfUTE?mblogid=G5IdIfUTE&luicode=10000011&lfid=1076031410812623"
126,"4213489210079372","千万别当蒜苔用人家只是看花","28","12",4,"https://m.weibo.cn/status/G5EUN0kEc?mblogid=G5EUN0kEc&luicode=10000011&lfid=1076031410812623"
127,"4213473569072103","#一点植物学#这是一种有心计的兰花，这是一种有机关的兰花！！我们来仔细看看啊，它的唇瓣上呢有一个机关，类似于咱们小时候玩儿的跷跷板。如此心计是为了啥呢？必然是为了繁衍后代，为了传粉，当虫子在唇瓣上降落，压下跷跷板，它的身体就会更靠近花粉花药。这样就可以更高效的传播花粉了。对了，这种 ...全文","49","6",20,"https://m.weibo.cn/status/G5EvyC44f?mblogid=G5EvyC44f&luicode=10000011&lfid=1076031410812623"
128,"4213444884133221","某种牛肝菌，多半有毒，别乱吃蘑菇","54","35",7,"https://m.weibo.cn/status/G5DLihleR?mblogid=G5DLihleR&luicode=10000011&lfid=1076031410812623"
129,"4213429869338795","大家问范例，点开#植得吃水果# 标签就可以看到过往的测评","27","4",2,"https://m.weibo.cn/status/G5Dn4DbrJ?mblogid=G5Dn4DbrJ&luicode=10000011&lfid=1076031410812623"
130,"4213411334208862","主要是搬美女有动力吧","25","6",9,"https://m.weibo.cn/status/G5CTbhEUS?mblogid=G5CTbhEUS&luicode=10000011&lfid=1076031410812623"
131,"4213246833605191","没有净膛，差评","12","9",4,"https://m.weibo.cn/status/G5yBRf7Sf?mblogid=G5yBRf7Sf&luicode=10000011&lfid=1076031410812623"
132,"4213242690000247","//@ArtemisiaLiu:sorry，应该是Dischidia vidalii//@ArtemisiaLiu: 夹竹桃科(原萝藦科)眼树莲属的，Dischidia pectinoides，中文名很乱，自己搜","38","16",8,"https://m.weibo.cn/status/G5yvb003Z?mblogid=G5yvb003Z&luicode=10000011&lfid=1076031410812623"
133,"4213191842615180","#一点植物学# 不管是不是神效，图片上的针叶樱桃真的是针叶樱桃了，值得赞一个。这样认真态度的化妆品也不会差","65","25",0,"https://m.weibo.cn/status/G5xbaaYkk?mblogid=G5xbaaYkk&luicode=10000011&lfid=1076031410812623"
134,"4213189568144118","这个可以有//@艳丽草莓示范基地:十分感谢@植物人史军 史军老师介绍测评我家艳丽草莓，来一波粉丝福利 ~~ 1.下单后留言：植物人史军 2.等待客服改价，立减10元 3.淘宝店名：艳丽草莓示范基地","30","7",3,"https://m.weibo.cn/status/G5x7uyaEK?mblogid=G5x7uyaEK&luicode=10000011&lfid=1076031410812623"
135,"4213160964217731","一种酸模，能吃，但是草酸巨高，还是焯水少吃","44","41",6,"https://m.weibo.cn/status/G5wnmhHdV?mblogid=G5wnmhHdV&luicode=10000011&lfid=1076031410812623"
136,"4213159654411744","变叶木不是致癌，而是促癌，感染EB病毒之后有可能致癌。所以两个因素叠加才有危险。","44","10",27,"https://m.weibo.cn/status/G5wlfivHa?mblogid=G5wlfivHa&luicode=10000011&lfid=1076031410812623"
137,"4213130588347091","又来老舍茶馆","71","12",2,"https://m.weibo.cn/status/G5vAmz1sv?mblogid=G5vAmz1sv&luicode=10000011&lfid=1076031410812623"
138,"4213108493411377","#一点植物学#美人蕉，美人蕉，跟芭蕉，香蕉不一样，不能吃。都美人了，只能看，不能吃哎！之所以叫美人蕉，完全是因为它们的叶子和香蕉有点儿像。属于美人蕉科，跟芭蕉科也木有关系。它们开的花是红艳艳的，很漂亮。而且，看到最后哦，美人蕉的果子，跟芭蕉的完全不一样！【美人蕉】拍摄坐标：马来西亚 ...全文","38","22",5,"https://m.weibo.cn/status/G5v0Jejsd?mblogid=G5v0Jejsd&luicode=10000011&lfid=1076031410812623"
139,"4213090864112723","栝楼的果子，不能吃哦。","41","28",7,"https://m.weibo.cn/status/G5uyihfUf?mblogid=G5uyihfUf&luicode=10000011&lfid=1076031410812623"
140,"4213087169007515","#植得吃水果# 很久不测评了。有好友提供线索，x宝买来草莓艳丽品种。采摘到收到25小时，开袋，真的很艳丽比红颜还艳丽，香气浓郁，混合着红酒和蜜糖的香气，口感是脆爽型的，不软糯，汁水比较丰富。糖酸比略低，吃起来酸味略重。可能跟考虑运输采摘提前有关。适合喜欢酸甜的朋友。推荐指数三星半，可以 ...全文","66","52",15,"https://m.weibo.cn/status/G5uskBNgv?mblogid=G5uskBNgv&luicode=10000011&lfid=1076031410812623"
141,"4213084106816501","袖珍椰子要开花了，当然，也不会结椰子的。","41","8",0,"https://m.weibo.cn/status/G5unosBhz?mblogid=G5unosBhz&luicode=10000011&lfid=1076031410812623"
142,"4213066948111971","袋装的蘑菇会做适当的保鲜处理所以有一些特别的气味也正常。不用担心，大品牌的保鲜技术都是无害的。","40","10",4,"https://m.weibo.cn/status/G5tVIy2if?mblogid=G5tVIy2if&luicode=10000011&lfid=1076031410812623"
143,"4212887071422708","皱叶留兰香无误，可以凉拌牛肉，可以放鸡汤，都好吃","65","50",20,"https://m.weibo.cn/status/G5pfB5Y6U?mblogid=G5pfB5Y6U&luicode=10000011&lfid=1076031410812623"
144,"4212856360087249","所有香脆感的食物都差不多","42","34",24,"https://m.weibo.cn/status/G5os40mHf?mblogid=G5os40mHf&luicode=10000011&lfid=1076031410812623"
145,"4212834219520234","不是梅花，也不是海棠，是贴梗海棠，也是正统木瓜的来源。不是那个市场上的番木瓜，而是炖鱼用的酸木瓜。 查看图片","77","36",18,"https://m.weibo.cn/status/G5nSlDWEa?mblogid=G5nSlDWEa&luicode=10000011&lfid=1076031410812623"
146,"4212822625964581","木姜子的花，木姜子酸汤鱼啊，啊啊啊，流口水了","70","28",7,"https://m.weibo.cn/status/G5nzEp1EV?mblogid=G5nzEp1EV&luicode=10000011&lfid=1076031410812623"
147,"4212816053138340","八角金盘的果子，插花好看，不能吃哦","47","12",3,"https://m.weibo.cn/status/G5np3daqo?mblogid=G5np3daqo&luicode=10000011&lfid=1076031410812623"
148,"4212774467328623","【刮痧师傅的几个必中废话】欢迎补充。
1.摁着脚说，你睡眠不好啊。必中！废话，房贷，车贷，孩子的托费，还要发工资，有几个睡眠是好的？
2.刮痧到手臂，说你颈肩不好。必中！废话，一天8个小时以上的伏案工作，谁的颈肩是好的。
3.按肚子，说你肠胃不好。必中！废话，不是应酬，就是加班，有几个饮食 ...全文","139","86",75,"https://m.weibo.cn/status/G5mjYuKvB?mblogid=G5mjYuKvB&luicode=10000011&lfid=1076031410812623"
149,"4212767260793822","像是日本海棠，或者日本海棠和贴梗海棠的杂交种。","86","16",12,"https://m.weibo.cn/status/G5m8m3kvA?mblogid=G5m8m3kvA&luicode=10000011&lfid=1076031410812623"
150,"4212749926516212","发布了头条文章：《五个月宝宝可以给舔舔水果吗？苹果，葡萄之类的？》 五个月宝宝可以给舔舔水果吗？苹果，葡萄之类的？","63","18",17,"https://m.weibo.cn/status/G5lGorlac?mblogid=G5lGorlac&luicode=10000011&lfid=1076031410812623"
